"sentence1","sentence2","label"
"The adversary manipulated database records to create fraudulent financial transactions.","The attackers modified source code in the CI/CD pipeline, introducing subtle vulnerabilities in the product.","1.0"
"The adversary exploited an insecure direct object reference in the web application to gain unauthorized access to user accounts.","FIN7 sent targeted spear-phishing emails with malicious Microsoft Office attachments to employees in specific departments.","1.0"
"The Lazarus Group performed NTLM relay attacks to capture and replay authentication hashes across the network.","The threat actor harvested browser-saved passwords from Chrome and Firefox profiles on compromised workstations.","1.0"
"Threat actors defaced the organization's website with politically motivated messages.","NOBELIUM used obfuscated JavaScript and PowerShell to hide malicious code from security analysis tools.","0.0"
"FIN7 captured screenshots every 30 seconds to monitor user activity and identify valuable information.","The attackers used PowerShell scripts to enumerate and copy sensitive files from SharePoint document libraries.","1.0"
"The threat actors executed PowerShell scripts to discover running processes, installed applications, and system services.","BlackCat ransomware operators conducted extensive network scanning to identify vulnerable systems and critical data stores.","1.0"
"The SideWinder APT group used JavaScript to execute a series of payloads that ultimately led to a backdoor.","APT28 leveraged Windows Management Instrumentation (WMI) to execute malicious code remotely across the network.","1.0"
"Conti ransomware operators purchased access to already-compromised networks through an Initial Access Broker (IAB).","Threat actors exploited CVE-2021-26855, a Microsoft Exchange Server vulnerability, to gain unauthorized access to email accounts.","1.0"
"APT29 used HTTPS with custom encryption to communicate with command and control servers, blending with normal traffic.","The adversary deleted Windows Event Logs to cover their tracks after successful exploitation.","0.0"
"Turla APT group implanted malicious code in the Windows Management Instrumentation (WMI) repository for persistence.","The threat actor created a backdoored version of the corporate VPN client that was distributed to employees.","1.0"
"The threat actor harvested browser-saved passwords from Chrome and Firefox profiles on compromised workstations.","The Lazarus Group performed NTLM relay attacks to capture and replay authentication hashes across the network.","1.0"
"The adversary queried the Windows registry to discover installed security software and potential bypass methods.","LAPSUS$ threat actors mapped out the victim's CI/CD pipeline to identify access points to source code repositories.","1.0"
"The adversary used SSH to connect to remote Linux systems after obtaining valid credentials.","Threat actors exploited Kerberos delegation to move between systems while maintaining privileged access.","1.0"
"Maze ransomware operators published stolen data on their leak site after the organization refused to pay.","The threat actor deployed wiper malware that corrupted the master boot record on critical systems.","1.0"
"The threat actor used scheduled tasks to execute malware during system startup, ensuring persistence.","APT41 executed encoded PowerShell commands to download additional payloads while evading detection systems.","1.0"
"The adversary leveraged DLL search order hijacking to execute malicious code with elevated privileges.","The FIN7 group used Kerberoasting attacks to extract and crack service account credentials with high privileges.","1.0"
"APT29 used encrypted ZIP archives to package stolen data before exfiltration to avoid detection.","APT29 used legitimate remote access tools like RDP and VNC to move laterally through the compromised environment.","0.0"
"FIN7 sent targeted spear-phishing emails with malicious Microsoft Office attachments to employees in specific departments.","APT41 leveraged a zero-day vulnerability in a VPN appliance to establish persistent access to the victim network.","1.0"
"APT29 used legitimate remote access tools like RDP and VNC to move laterally through the compromised environment.","Threat actors installed keyloggers specifically targeting developers with access to proprietary code.","0.0"
"The FIN7 group used Kerberoasting attacks to extract and crack service account credentials with high privileges.","APT41 exploited a local privilege escalation vulnerability in the Windows Print Spooler service (PrintNightmare).","1.0"
"FIN7 captured screenshots every 30 seconds to monitor user activity and identify valuable information.","The threat actor employed audio capture malware to record sensitive conversations in meeting rooms.","1.0"
"Threat actors performed DNS zone transfers to map internal network resources and identify additional targets.","APT32 utilized PowerShell to enumerate cloud service configuration settings and security policies.","1.0"
"APT41 enumerated Active Directory to identify domain administrators and service accounts for lateral movement.","The attackers examined browser history and bookmarks to identify frequently accessed internal applications.","1.0"
"APT28 used spear-phishing emails with fake Microsoft login pages to capture Office 365 credentials.","FIN7 used keyloggers to capture credentials as users typed them, including those for financial systems.","1.0"
"APT41 leveraged a zero-day vulnerability in a VPN appliance to establish persistent access to the victim network.","Threat actors performed DNS zone transfers to map internal network resources and identify additional targets.","0.0"
"The attackers modified source code in the CI/CD pipeline, introducing subtle vulnerabilities in the product.","Threat actors defaced the organization's website with politically motivated messages.","1.0"
"APT29 used HTTPS with custom encryption to communicate with command and control servers, blending with normal traffic.","Lazarus Group used compromised WordPress sites as proxies for their command and control infrastructure.","1.0"
"The threat actor used scheduled tasks to execute malware during system startup, ensuring persistence.","Maze ransomware operators published stolen data on their leak site after the organization refused to pay.","0.0"
"Cozy Bear (APT29) used the Microsoft Build Engine (MSBuild) to execute malicious code, bypassing application control.","The attackers used DLL side-loading techniques to execute malicious code through legitimate Windows processes.","1.0"
"Lazarus Group operators implemented timestomping to change file timestamps and avoid forensic detection.","APT41 used custom multi-stage exfiltration tools that encoded and compressed data before transmission.","0.0"
"The attackers used legitimate cloud storage services to exfiltrate data, appearing as normal business activity.","The attackers installed a backdoor by creating a new Windows service configured to start automatically.","0.0"
"The adversary implemented domain fronting techniques to disguise malicious traffic as legitimate web services.","APT41 used custom multi-stage exfiltration tools that encoded and compressed data before transmission.","0.0"
"APT29 deployed a custom version of Mimikatz to extract credentials from LSASS memory on compromised systems.","The attackers leveraged Office application startup folders to execute malicious code whenever Office applications started.","0.0"
"The threat actors implemented DNS tunneling to exfiltrate data and receive commands without raising alerts.","APT29 used spear-phishing emails with malicious links to harvest credentials and gain initial access to targeted organizations.","0.0"
"The threat actor harvested browser-saved passwords from Chrome and Firefox profiles on compromised workstations.","APT41 utilized legitimate systems management software to deploy malware across the network.","0.0"
"The adversary deleted Windows Event Logs to cover their tracks after successful exploitation.","Conti ransomware operators purchased access to already-compromised networks through an Initial Access Broker (IAB).","0.0"
"The attackers examined browser history and bookmarks to identify frequently accessed internal applications.","The adversary queried the Windows registry to discover installed security software and potential bypass methods.","1.0"
"APT32 exploited a time-of-check to time-of-use vulnerability in a Windows service to escalate privileges.","Threat actors exploited the CVE-2020-1472 vulnerability (Zerologon) to obtain domain admin privileges.","1.0"
"APT41 leveraged a zero-day vulnerability in a VPN appliance to establish persistent access to the victim network.","Lazarus Group operators implemented timestomping to change file timestamps and avoid forensic detection.","0.0"
"Chinese state-sponsored actors created LSASS driver backdoors to maintain access to compromised systems.","The adversary installed a bootkit that infected the master boot record, ensuring persistence across OS reinstalls.","1.0"
"The attackers used internal spear-phishing emails sent from compromised accounts to infect additional users.","Conti ransomware operators used SMB to spread malware to other systems across the network.","1.0"
"The attackers manipulated SCADA systems controlling industrial equipment, causing physical damage.","The threat actor deployed wiper malware that corrupted the master boot record on critical systems.","1.0"
"The adversary leveraged DLL search order hijacking to execute malicious code with elevated privileges.","Attackers used the Juicy Potato exploit to elevate privileges on Windows systems by abusing impersonation privileges.","1.0"
"FIN7 captured screenshots every 30 seconds to monitor user activity and identify valuable information.","The adversary deployed clipboard monitoring malware to capture copied credentials and other sensitive data.","1.0"
"NOBELIUM used obfuscated JavaScript and PowerShell to hide malicious code from security analysis tools.","APT41 exploited a local privilege escalation vulnerability in the Windows Print Spooler service (PrintNightmare).","0.0"
"BlackCat ransomware operators used Group Policy to deploy and execute their payloads across the network.","Threat actors executed malicious macros embedded in Excel spreadsheets that were opened by finance personnel.","1.0"
"The CARBON SPIDER group used token manipulation to duplicate access tokens of high-privilege processes.","APT32 utilized PowerShell to enumerate cloud service configuration settings and security policies.","0.0"
"The adversary deployed clipboard monitoring malware to capture copied credentials and other sensitive data.","LAPSUS$ exfiltrated source code repositories after compromising development environments.","1.0"
"LockBit ransomware encrypted backups before encrypting production systems to prevent recovery.","The adversary manipulated database records to create fraudulent financial transactions.","1.0"
"FIN7 used multiple encrypted messaging channels for different phases of their operation.","Threat actors exploited Kerberos delegation to move between systems while maintaining privileged access.","0.0"
"The attackers leveraged Office application startup folders to execute malicious code whenever Office applications started.","APT29 modified registry run keys to maintain persistence across system reboots.","1.0"
"LockBit ransomware encrypted backups before encrypting production systems to prevent recovery.","Conti ransomware operators encrypted critical databases with RSA-2048 after exfiltrating sensitive information.","1.0"
"The attackers installed a backdoor by creating a new Windows service configured to start automatically.","Fin7 threat actors added their malware to the Windows startup folder to ensure execution at system boot.","1.0"
"FIN7 exfiltrated credit card data in small chunks over several days to avoid triggering data loss prevention tools.","Threat actors compromised a trusted third-party vendor to exfiltrate data through an established connection.","1.0"
"The adversary leveraged DLL search order hijacking to execute malicious code with elevated privileges.","APT32 achieved persistence by installing malicious browser extensions in the Chrome browser used by employees.","0.0"
"Threat actors compromised a trusted third-party vendor to exfiltrate data through an established connection.","The threat actor exfiltrated data using authenticated proxies to appear as legitimate business traffic.","1.0"
"The adversary installed a bootkit that infected the master boot record, ensuring persistence across OS reinstalls.","APT28 leveraged Windows Management Instrumentation (WMI) to execute malicious code remotely across the network.","0.0"
"NOBELIUM used obfuscated JavaScript and PowerShell to hide malicious code from security analysis tools.","Maze ransomware operators used automated tools to identify and collect sensitive documents before encryption.","0.0"
"The attackers scheduled data exfiltration during business hours to blend with normal network activity.","The adversary deployed clipboard monitoring malware to capture copied credentials and other sensitive data.","0.0"
"The attackers placed malicious USB drives in the company parking lot, relying on employees to connect them to workstations.","The Lazarus Group compromised legitimate websites frequently visited by employees (strategic web compromise) to establish initial access.","1.0"
"APT29 used Active Directory enumeration tools to map out the network structure and identify high-value targets.","APT41 used living-off-the-land binaries (LOLBins) like certutil.exe to download payloads and evade detection.","0.0"
"The adversary deleted Windows Event Logs to cover their tracks after successful exploitation.","The attackers examined browser history and bookmarks to identify frequently accessed internal applications.","0.0"
"APT32 exploited a time-of-check to time-of-use vulnerability in a Windows service to escalate privileges.","The adversary leveraged DLL search order hijacking to execute malicious code with elevated privileges.","1.0"
"APT41 enumerated Active Directory to identify domain administrators and service accounts for lateral movement.","FIN7 operators used built-in Windows commands to discover network shares containing financial documents.","1.0"
"The threat actor leveraged signed binaries to proxy execution of malicious payloads, bypassing application whitelisting.","FIN7 captured screenshots every 30 seconds to monitor user activity and identify valuable information.","0.0"
"Threat actors installed keyloggers specifically targeting developers with access to proprietary code.","Maze ransomware operators used automated tools to identify and collect sensitive documents before encryption.","1.0"
"The Lazarus Group utilized scheduled tasks to execute malware at specific time intervals or system events.","Kimsuky APT group used legitimate cloud services for command and control, blending in with normal network traffic.","0.0"
"APT41 used steganography to hide command and control instructions within image files posted to social media.","NOBELIUM implemented a multi-layer command and control infrastructure with several fallback mechanisms.","1.0"
"The Lazarus Group utilized scheduled tasks to execute malware at specific time intervals or system events.","The adversary installed a bootkit that infected the master boot record, ensuring persistence across OS reinstalls.","1.0"
"APT32 achieved persistence by installing malicious browser extensions in the Chrome browser used by employees.","Fin7 threat actors added their malware to the Windows startup folder to ensure execution at system boot.","1.0"
"The attackers used internal spear-phishing emails sent from compromised accounts to infect additional users.","The attackers used pass-the-hash techniques with stolen NTLM hashes to authenticate to remote systems.","1.0"
"Turla APT group implanted malicious code in the Windows Management Instrumentation (WMI) repository for persistence.","Fin7 threat actors added their malware to the Windows startup folder to ensure execution at system boot.","1.0"
"The adversary used steganography to hide stolen data in image files uploaded to public websites.","The threat actor exfiltrated data using authenticated proxies to appear as legitimate business traffic.","1.0"
"The SideWinder APT group used JavaScript to execute a series of payloads that ultimately led to a backdoor.","APT29 used steganography to hide malicious code within legitimate PNG image files to evade detection.","0.0"
"Sandworm exploited a buffer overflow vulnerability in a third-party driver to gain SYSTEM privileges on compromised hosts.","Attackers used the Juicy Potato exploit to elevate privileges on Windows systems by abusing impersonation privileges.","1.0"
"Turla APT group implanted malicious code in the Windows Management Instrumentation (WMI) repository for persistence.","The Lazarus Group utilized scheduled tasks to execute malware at specific time intervals or system events.","1.0"
"Threat actors compromised a trusted third-party vendor to exfiltrate data through an established connection.","The attackers used legitimate cloud storage services to exfiltrate data, appearing as normal business activity.","1.0"
"Lazarus Group operators implemented timestomping to change file timestamps and avoid forensic detection.","APT29 used steganography to hide malicious code within legitimate PNG image files to evade detection.","1.0"
"Kimsuky APT group used legitimate cloud services for command and control, blending in with normal network traffic.","APT29 used steganography to hide malicious code within legitimate PNG image files to evade detection.","1.0"
"The adversary deployed clipboard monitoring malware to capture copied credentials and other sensitive data.","APT29 deployed custom tools to systematically extract emails from Microsoft Exchange servers over several months.","1.0"
"FIN7 sent targeted spear-phishing emails with malicious Microsoft Office attachments to employees in specific departments.","Sandworm exploited a buffer overflow vulnerability in a third-party driver to gain SYSTEM privileges on compromised hosts.","0.0"
"Fin7 threat actors added their malware to the Windows startup folder to ensure execution at system boot.","The threat actor created a backdoored version of the corporate VPN client that was distributed to employees.","1.0"
"The threat actor used scheduled tasks to execute malware during system startup, ensuring persistence.","FIN7 captured screenshots every 30 seconds to monitor user activity and identify valuable information.","0.0"
"The Lazarus Group compromised legitimate websites frequently visited by employees (strategic web compromise) to establish initial access.","Threat actors compromised a trusted third-party vendor to exfiltrate data through an established connection.","0.0"
"The FIN7 group used Kerberoasting attacks to extract and crack service account credentials with high privileges.","APT32 exploited a time-of-check to time-of-use vulnerability in a Windows service to escalate privileges.","1.0"
"LAPSUS$ used specialized tools to compress and encrypt stolen source code before exfiltration.","FIN7 exfiltrated credit card data in small chunks over several days to avoid triggering data loss prevention tools.","1.0"
"APT28 leveraged Windows Management Instrumentation (WMI) to execute malicious code remotely across the network.","The threat actor used a Windows named pipe impersonation technique to steal authentication tokens from privileged accounts.","0.0"
"The attackers manipulated SCADA systems controlling industrial equipment, causing physical damage.","The adversary manipulated database records to create fraudulent financial transactions.","1.0"
"The attackers used internal spear-phishing emails sent from compromised accounts to infect additional users.","APT29 used legitimate remote access tools like RDP and VNC to move laterally through the compromised environment.","1.0"
"The CARBON SPIDER group used token manipulation to duplicate access tokens of high-privilege processes.","APT41 exploited a local privilege escalation vulnerability in the Windows Print Spooler service (PrintNightmare).","1.0"
"APT41 executed encoded PowerShell commands to download additional payloads while evading detection systems.","Cozy Bear (APT29) used the Microsoft Build Engine (MSBuild) to execute malicious code, bypassing application control.","1.0"
"Threat actors installed keyloggers specifically targeting developers with access to proprietary code.","APT41 leveraged custom malware to capture screenshots when specific banking applications were opened.","1.0"
"Lazarus Group used compromised WordPress sites as proxies for their command and control infrastructure.","NOBELIUM implemented a multi-layer command and control infrastructure with several fallback mechanisms.","1.0"
"Attackers used the Juicy Potato exploit to elevate privileges on Windows systems by abusing impersonation privileges.","APT41 used living-off-the-land binaries (LOLBins) like certutil.exe to download payloads and evade detection.","0.0"
"Conti ransomware operators used SMB to spread malware to other systems across the network.","The attackers used internal spear-phishing emails sent from compromised accounts to infect additional users.","1.0"
"The adversary used steganography to hide stolen data in image files uploaded to public websites.","The Lazarus Group utilized scheduled tasks to execute malware at specific time intervals or system events.","0.0"
"BlackCat ransomware operators used Group Policy to deploy and execute their payloads across the network.","The threat actor used scheduled tasks to execute malware during system startup, ensuring persistence.","1.0"
"The attackers leveraged Office application startup folders to execute malicious code whenever Office applications started.","The attackers employed binary padding techniques to modify hash values and evade signature-based detection.","0.0"
"LAPSUS$ used specialized tools to compress and encrypt stolen source code before exfiltration.","APT29 used encrypted ZIP archives to package stolen data before exfiltration to avoid detection.","1.0"
"LAPSUS$ threat actors mapped out the victim's CI/CD pipeline to identify access points to source code repositories.","LockBit ransomware encrypted backups before encrypting production systems to prevent recovery.","0.0"
"The adversary deleted Windows Event Logs to cover their tracks after successful exploitation.","APT32 utilized PowerShell to enumerate cloud service configuration settings and security policies.","0.0"
"APT29 used HTTPS with custom encryption to communicate with command and control servers, blending with normal traffic.","The adversary implemented domain fronting techniques to disguise malicious traffic as legitimate web services.","1.0"
"Maze ransomware operators published stolen data on their leak site after the organization refused to pay.","The attackers manipulated SCADA systems controlling industrial equipment, causing physical damage.","1.0"
"The threat actor used a Windows named pipe impersonation technique to steal authentication tokens from privileged accounts.","APT32 exploited a time-of-check to time-of-use vulnerability in a Windows service to escalate privileges.","1.0"
"APT32 utilized PowerShell to enumerate cloud service configuration settings and security policies.","Maze ransomware operators used automated tools to identify and collect sensitive documents before encryption.","0.0"
"BlackCat ransomware operators conducted extensive network scanning to identify vulnerable systems and critical data stores.","The threat actors executed PowerShell scripts to discover running processes, installed applications, and system services.","1.0"
"The threat actor used a Windows named pipe impersonation technique to steal authentication tokens from privileged accounts.","Sandworm exploited a buffer overflow vulnerability in a third-party driver to gain SYSTEM privileges on compromised hosts.","1.0"
"The adversary installed a bootkit that infected the master boot record, ensuring persistence across OS reinstalls.","Chinese state-sponsored actors created LSASS driver backdoors to maintain access to compromised systems.","1.0"
"BlackCat ransomware operators used Group Policy to deploy and execute their payloads across the network.","The attackers used DLL side-loading techniques to execute malicious code through legitimate Windows processes.","1.0"
"The SolarWinds supply chain attack involved trojanized updates that created a backdoor in affected organizations.","The threat actor exploited the ZeroLogon vulnerability to move laterally through the domain and compromise additional systems.","0.0"
"The SideWinder APT group used JavaScript to execute a series of payloads that ultimately led to a backdoor.","The threat actor used scheduled tasks to execute malware during system startup, ensuring persistence.","1.0"
"The adversary used SSH to connect to remote Linux systems after obtaining valid credentials.","FIN7 used multiple encrypted messaging channels for different phases of their operation.","0.0"
"APT41 utilized legitimate systems management software to deploy malware across the network.","HAFNIUM threat actors exploited trust relationships between servers to move laterally to additional Exchange servers.","1.0"
"The attackers utilized scheduled polling intervals with jitter to avoid detection of regular communication patterns.","The attackers utilized legitimate cloud services like GitHub and Dropbox for command and control communications.","1.0"
"FIN7 sent targeted spear-phishing emails with malicious Microsoft Office attachments to employees in specific departments.","The SolarWinds supply chain attack involved trojanized updates that created a backdoor in affected organizations.","1.0"
"Threat actors defaced the organization's website with politically motivated messages.","LockBit ransomware encrypted backups before encrypting production systems to prevent recovery.","1.0"
"The attackers modified source code in the CI/CD pipeline, introducing subtle vulnerabilities in the product.","LockBit ransomware encrypted backups before encrypting production systems to prevent recovery.","1.0"
"Conti ransomware operators encrypted critical databases with RSA-2048 after exfiltrating sensitive information.","APT29 deployed custom tools to systematically extract emails from Microsoft Exchange servers over several months.","0.0"
"Lazarus Group operators exfiltrated data over alternative protocols like DNS and ICMP to evade controls.","The attackers scheduled data exfiltration during business hours to blend with normal network activity.","1.0"
"The SideWinder APT group used JavaScript to execute a series of payloads that ultimately led to a backdoor.","APT41 executed encoded PowerShell commands to download additional payloads while evading detection systems.","1.0"
"Threat actors exploited the EternalBlue vulnerability to access systems and dump credential hashes.","The Lazarus Group performed NTLM relay attacks to capture and replay authentication hashes across the network.","1.0"
"The Lazarus Group compromised legitimate websites frequently visited by employees (strategic web compromise) to establish initial access.","APT41 leveraged custom malware to capture screenshots when specific banking applications were opened.","0.0"
"The attackers used DLL side-loading techniques to execute malicious code through legitimate Windows processes.","The threat actor deployed wiper malware that corrupted the master boot record on critical systems.","0.0"
"The adversary queried the Windows registry to discover installed security software and potential bypass methods.","FIN7 operators used built-in Windows commands to discover network shares containing financial documents.","1.0"
"The attackers scheduled data exfiltration during business hours to blend with normal network activity.","Threat actors exploited CVE-2021-26855, a Microsoft Exchange Server vulnerability, to gain unauthorized access to email accounts.","0.0"
"APT29 used HTTPS with custom encryption to communicate with command and control servers, blending with normal traffic.","APT41 used steganography to hide command and control instructions within image files posted to social media.","1.0"
"The threat actor harvested browser-saved passwords from Chrome and Firefox profiles on compromised workstations.","FIN7 used keyloggers to capture credentials as users typed them, including those for financial systems.","1.0"
"BlackCat ransomware operators used Group Policy to deploy and execute their payloads across the network.","Sandworm used PowerShell Empire for command and control after exploiting the initial vulnerability.","1.0"
"Threat actors compromised a trusted third-party vendor to exfiltrate data through an established connection.","FIN7 exfiltrated credit card data in small chunks over several days to avoid triggering data loss prevention tools.","1.0"
"Maze ransomware operators published stolen data on their leak site after the organization refused to pay.","Threat actors defaced the organization's website with politically motivated messages.","1.0"
"Conti ransomware operators purchased access to already-compromised networks through an Initial Access Broker (IAB).","The threat actor used valid accounts obtained through credential stuffing attacks against the organization's VPN solution.","1.0"
"The attackers performed UAC bypass using the Fodhelper technique to execute code with elevated privileges.","Attackers used the Juicy Potato exploit to elevate privileges on Windows systems by abusing impersonation privileges.","1.0"
"The threat actor used scheduled tasks to execute malware during system startup, ensuring persistence.","Sandworm used PowerShell Empire for command and control after exploiting the initial vulnerability.","1.0"
"The FIN7 group used Kerberoasting attacks to extract and crack service account credentials with high privileges.","Attackers used the Juicy Potato exploit to elevate privileges on Windows systems by abusing impersonation privileges.","1.0"
"NOBELIUM used obfuscated JavaScript and PowerShell to hide malicious code from security analysis tools.","FIN7 implemented fileless malware that operated entirely in memory to avoid leaving traces on disk.","1.0"
"NOBELIUM used obfuscated JavaScript and PowerShell to hide malicious code from security analysis tools.","Lazarus Group operators implemented timestomping to change file timestamps and avoid forensic detection.","1.0"
"BlackCat ransomware operators conducted extensive network scanning to identify vulnerable systems and critical data stores.","The CARBON SPIDER group used token manipulation to duplicate access tokens of high-privilege processes.","0.0"
"Threat actors compromised a trusted third-party vendor to exfiltrate data through an established connection.","Chinese state-sponsored actors created LSASS driver backdoors to maintain access to compromised systems.","0.0"
"Threat actors exploited Kerberos delegation to move between systems while maintaining privileged access.","The adversary leveraged DLL search order hijacking to execute malicious code with elevated privileges.","0.0"
"BlackCat ransomware operators conducted extensive network scanning to identify vulnerable systems and critical data stores.","APT29 used Active Directory enumeration tools to map out the network structure and identify high-value targets.","1.0"
"APT41 enumerated Active Directory to identify domain administrators and service accounts for lateral movement.","The threat actors executed PowerShell scripts to discover running processes, installed applications, and system services.","1.0"
"The threat actor harvested browser-saved passwords from Chrome and Firefox profiles on compromised workstations.","The attackers installed browser extensions that intercepted authentication traffic and stole session cookies.","1.0"
"The threat actor deployed wiper malware that corrupted the master boot record on critical systems.","APT29 used HTTPS with custom encryption to communicate with command and control servers, blending with normal traffic.","0.0"
"APT41 executed encoded PowerShell commands to download additional payloads while evading detection systems.","LAPSUS$ used specialized tools to compress and encrypt stolen source code before exfiltration.","0.0"
"Threat actors exploited CVE-2021-26855, a Microsoft Exchange Server vulnerability, to gain unauthorized access to email accounts.","The attackers placed malicious USB drives in the company parking lot, relying on employees to connect them to workstations.","1.0"
"APT32 exploited a time-of-check to time-of-use vulnerability in a Windows service to escalate privileges.","The attackers performed UAC bypass using the Fodhelper technique to execute code with elevated privileges.","1.0"
"APT29 deployed a custom version of Mimikatz to extract credentials from LSASS memory on compromised systems.","The threat actor extracted credentials from Group Policy Preference files stored on the domain controller.","1.0"
"The attackers performed UAC bypass using the Fodhelper technique to execute code with elevated privileges.","The adversary leveraged DLL search order hijacking to execute malicious code with elevated privileges.","1.0"
"The threat actor encrypted command and control traffic using a custom algorithm to evade network monitoring.","FIN7 group leveraged WMI and PowerShell remoting to execute commands on remote systems for lateral movement.","0.0"
"The threat actors executed PowerShell scripts to discover running processes, installed applications, and system services.","LAPSUS$ threat actors mapped out the victim's CI/CD pipeline to identify access points to source code repositories.","1.0"
"APT29 used spear-phishing emails with malicious links to harvest credentials and gain initial access to targeted organizations.","FIN7 sent targeted spear-phishing emails with malicious Microsoft Office attachments to employees in specific departments.","1.0"
"Attackers used the Juicy Potato exploit to elevate privileges on Windows systems by abusing impersonation privileges.","The adversary manipulated database records to create fraudulent financial transactions.","0.0"
"APT29 used Active Directory enumeration tools to map out the network structure and identify high-value targets.","Threat actors exploited CVE-2021-26855, a Microsoft Exchange Server vulnerability, to gain unauthorized access to email accounts.","0.0"
"Threat actors installed keyloggers specifically targeting developers with access to proprietary code.","FIN7 captured screenshots every 30 seconds to monitor user activity and identify valuable information.","1.0"
"The attackers manipulated SCADA systems controlling industrial equipment, causing physical damage.","NotPetya malware spread rapidly through the network, rendering systems inoperable across multiple continents.","1.0"
"APT41 used living-off-the-land binaries (LOLBins) like certutil.exe to download payloads and evade detection.","Threat actors exploited CVE-2021-26855, a Microsoft Exchange Server vulnerability, to gain unauthorized access to email accounts.","0.0"
"The adversary installed a bootkit that infected the master boot record, ensuring persistence across OS reinstalls.","The attackers leveraged Office application startup folders to execute malicious code whenever Office applications started.","1.0"
"The threat actor used stolen credentials to make unauthorized wire transfers to overseas accounts.","NotPetya malware spread rapidly through the network, rendering systems inoperable across multiple continents.","1.0"
"HAFNIUM exploited credential caches stored on Exchange servers after the initial compromise.","The attackers manipulated SCADA systems controlling industrial equipment, causing physical damage.","0.0"
"The attackers leveraged Office application startup folders to execute malicious code whenever Office applications started.","The adversary installed a bootkit that infected the master boot record, ensuring persistence across OS reinstalls.","1.0"
"The attackers used PowerShell scripts to enumerate and copy sensitive files from SharePoint document libraries.","APT29 used steganography to hide malicious code within legitimate PNG image files to evade detection.","0.0"
"Kimsuky APT group used legitimate cloud services for command and control, blending in with normal network traffic.","The threat actor disabled Windows Defender by modifying registry keys, preventing detection of their malware.","1.0"
"FIN7 used keyloggers to capture credentials as users typed them, including those for financial systems.","Cozy Bear (APT29) used the Microsoft Build Engine (MSBuild) to execute malicious code, bypassing application control.","0.0"
"The threat actor extracted credentials from Group Policy Preference files stored on the domain controller.","The attackers performed UAC bypass using the Fodhelper technique to execute code with elevated privileges.","0.0"
"The attackers leveraged Office application startup folders to execute malicious code whenever Office applications started.","Turla APT group implanted malicious code in the Windows Management Instrumentation (WMI) repository for persistence.","1.0"
"The attackers examined browser history and bookmarks to identify frequently accessed internal applications.","The adversary deployed clipboard monitoring malware to capture copied credentials and other sensitive data.","0.0"
"Maze ransomware operators used automated tools to identify and collect sensitive documents before encryption.","The adversary installed a bootkit that infected the master boot record, ensuring persistence across OS reinstalls.","0.0"
"The attackers placed malicious USB drives in the company parking lot, relying on employees to connect them to workstations.","The threat actor used valid accounts obtained through credential stuffing attacks against the organization's VPN solution.","1.0"
"The attackers used legitimate cloud storage services to exfiltrate data, appearing as normal business activity.","The adversary used steganography to hide stolen data in image files uploaded to public websites.","1.0"
"Fin7 threat actors added their malware to the Windows startup folder to ensure execution at system boot.","APT29 used spear-phishing emails with malicious links to harvest credentials and gain initial access to targeted organizations.","0.0"
"NotPetya malware spread rapidly through the network, rendering systems inoperable across multiple continents.","The attackers modified source code in the CI/CD pipeline, introducing subtle vulnerabilities in the product.","1.0"
"Threat actors exploited the CVE-2020-1472 vulnerability (Zerologon) to obtain domain admin privileges.","The adversary leveraged DLL search order hijacking to execute malicious code with elevated privileges.","1.0"
"The attackers used internal spear-phishing emails sent from compromised accounts to infect additional users.","LockBit ransomware encrypted backups before encrypting production systems to prevent recovery.","0.0"
"The threat actor created a backdoored version of the corporate VPN client that was distributed to employees.","FIN7 sent targeted spear-phishing emails with malicious Microsoft Office attachments to employees in specific departments.","0.0"
"Attackers used the Juicy Potato exploit to elevate privileges on Windows systems by abusing impersonation privileges.","The threat actor used a Windows named pipe impersonation technique to steal authentication tokens from privileged accounts.","1.0"
"The threat actor used valid accounts obtained through credential stuffing attacks against the organization's VPN solution.","APT41 used custom multi-stage exfiltration tools that encoded and compressed data before transmission.","0.0"
"FIN7 exfiltrated credit card data in small chunks over several days to avoid triggering data loss prevention tools.","Sandworm exploited a buffer overflow vulnerability in a third-party driver to gain SYSTEM privileges on compromised hosts.","0.0"
"Lazarus Group used compromised WordPress sites as proxies for their command and control infrastructure.","The attackers utilized scheduled polling intervals with jitter to avoid detection of regular communication patterns.","1.0"
"The attackers scheduled data exfiltration during business hours to blend with normal network activity.","Lazarus Group operators exfiltrated data over alternative protocols like DNS and ICMP to evade controls.","1.0"
"APT32 achieved persistence by installing malicious browser extensions in the Chrome browser used by employees.","APT29 modified registry run keys to maintain persistence across system reboots.","1.0"
"APT41 leveraged a zero-day vulnerability in a VPN appliance to establish persistent access to the victim network.","The SolarWinds supply chain attack involved trojanized updates that created a backdoor in affected organizations.","1.0"
"APT28 leveraged Windows Management Instrumentation (WMI) to execute malicious code remotely across the network.","The attackers utilized scheduled polling intervals with jitter to avoid detection of regular communication patterns.","0.0"
"HAFNIUM threat actors exploited trust relationships between servers to move laterally to additional Exchange servers.","FIN7 group leveraged WMI and PowerShell remoting to execute commands on remote systems for lateral movement.","1.0"
"LAPSUS$ exfiltrated source code repositories after compromising development environments.","APT41 leveraged custom malware to capture screenshots when specific banking applications were opened.","1.0"
