sentence1,sentence2,label
Data encoding using custom algorithms to obfuscate communication,Phishing emails with malicious attachments targeting organization employees,0.0
Port knocking techniques to hide open ports from scans,Data from local systems gathered using scripts,0.0
Dynamic data exchange protocol exploitation in Office documents,Security logs showed dynamic data exchange protocol exploitation in office documents,1.0
Creation of new services configured to execute at system boot,Disk wipe attacks targeting master boot records,0.0
Analysts observed email collection from mail servers and client applications during the compromise,Input capture through keylogging software,1.0
Security logs showed use of valid accounts obtained through credential stuffing attacks as part of the attack chain,Exploitation of public-facing applications with known vulnerabilities,1.0
The malware performs screen capture to record user activities and sensitive information indicating sophisticated actors,Data from local systems gathered using scripts,1.0
Account enumeration to find valid user accounts,Domain fronting through trusted domains to hide traffic,0.0
The malware performs exploitation of setuid and setgid bits on executable files which was previously unreported,DLL search order hijacking to execute with elevated privileges,1.0
Forensic analysis identified data destruction through secure deletion techniques bypassing standard security measures,Manipulation of network traffic to disrupt operations,1.0
Forensic analysis identified password spraying attacks using common passwords,Network sniffing to capture credentials transmitted in cleartext,1.0
Supply chain compromise through third-party software providers,Use of remote file copy to transfer tools between systems,0.0
Investigation revealed exploitation of internal spearphishing with malicious links,Exploitation of Windows Admin Shares with valid credentials,1.0
Network share discovery to locate accessible data repositories,Collection of data from removable media when connected,0.0
Forensic analysis identified account enumeration to find valid user accounts to achieve their objectives,File and directory discovery to locate sensitive information,1.0
Analysts observed port knocking to hide open command and control channels,Domain fronting through trusted domains to hide traffic,1.0
Analysts observed active scanning of internal networks to map infrastructure as part of the attack chain,Query of registry to identify installed software and configurations,1.0
Account manipulation by adding privileges to compromised accounts,Analysts observed account manipulation by adding privileges to compromised accounts which was previously unreported,1.0
The attack involved application window discovery to identify running applications which was previously unreported,System service discovery to identify potential vulnerabilities,1.0
Phishing emails with malicious attachments targeting organization employees,Registry run keys modification for automatic execution at startup,0.0
The malware performs drive-by compromise through browser vulnerabilities during the compromise,External remote services exploitation using brute force techniques,1.0
Evidence suggests taint shared content with malicious payloads during the compromise,Use of remote file copy to transfer tools between systems,1.0
Forensic analysis identified use of signed binary proxy execution through legitimate tools during the compromise,Scheduled task creation to maintain persistence,1.0
Security logs showed bits jobs created to maintain persistence and evade detection,Browser extensions added to maintain access through web browsers,1.0
Credential dumping from memory using Mimikatz-like tools,Security logs showed credential dumping from memory using mimikatz-like tools indicating sophisticated actors,1.0
Investigation revealed registry run keys modification for automatic execution at startup,Bootkit installation to survive operating system reinstallation,1.0
Investigation revealed exploitation of access token manipulation to elevate privileges to achieve their objectives,Scheduled task manipulation to gain system-level privileges,1.0
Disabling security tools through registry modifications,Data from cloud storage extracted using API access,0.0
The malware performs windows management instrumentation (wmi) for remote code execution during the compromise,Use of signed binary proxy execution through legitimate tools,1.0
Network share discovery to locate accessible data repositories,Data destruction through secure deletion techniques,0.0
The threat actor engaged in use of alternate data streams to hide data in ntfs file systems,Disabling security tools through registry modifications,1.0
The threat actor engaged in data transfer through alternative protocols like dns or icmp,Exfiltration over command and control channel to reduce footprint,1.0
Security logs showed manipulation of network traffic to disrupt operations,Firmware corruption to render systems inoperable,1.0
Forensic analysis identified data from local systems gathered using scripts,Screen capture to record user activities and sensitive information,1.0
Data from local systems gathered using scripts,Query of registry to identify installed software and configurations,0.0
Exploitation of internal spearphishing with malicious links,Evidence suggests exploitation of internal spearphishing with malicious links,1.0
Screen capture to record user activities and sensitive information,Execution via API calls to evade detection mechanisms,0.0
Security logs showed supply chain compromise through third-party software providers during the compromise,Phishing emails with malicious attachments targeting organization employees,1.0
Analysts observed traffic signaling to start data exfiltration when safe similar to known APT behaviors,Encrypted data exfiltration using custom encryption schemes,1.0
The malware performs use of valid accounts obtained through credential stuffing attacks,External remote services exploitation using brute force techniques,1.0
Hardware additions like USB devices planted in physical locations,Command-line interface usage to run unauthorized commands,0.0
Investigation revealed file and directory discovery to locate sensitive information during the compromise,System service discovery to identify potential vulnerabilities,1.0
The threat actor engaged in data encoding using custom algorithms to obfuscate communication,Use of web service APIs for command and control,1.0
Use of signed binary proxy execution through legitimate tools,Query of registry to identify installed software and configurations,0.0
Analysts observed spear phishing links embedded in tailored emails to specific employees indicating sophisticated actors,Hardware additions like USB devices planted in physical locations,1.0
The malware performs external remote services exploitation using brute force techniques,Drive-by compromise through browser vulnerabilities,1.0
The malware performs credential dumping from memory using mimikatz-like tools,Network sniffing to capture credentials transmitted in cleartext,1.0
Domain fronting through trusted domains to hide traffic,The malware performs domain fronting through trusted domains to hide traffic according to incident responders,1.0
Execution via API calls to evade detection mechanisms,Security logs showed execution via api calls to evade detection mechanisms,1.0
Exploitation of vulnerable kernel drivers for privilege escalation,Security logs showed exploitation of vulnerable kernel drivers for privilege escalation bypassing standard security measures,1.0
The malware performs code signing certificates used to sign malicious executables,Binary padding to avoid hash-based detection mechanisms,1.0
The malware performs system service discovery to identify potential vulnerabilities to achieve their objectives,Application window discovery to identify running applications,1.0
The threat actor engaged in input capture through keylogging software bypassing standard security measures,Data from cloud storage extracted using API access,1.0
Exploitation of shared webroot in web servers,File and directory discovery to locate sensitive information,0.0
Data encryption for ransom using sophisticated ransomware,Evidence suggests data encryption for ransom using sophisticated ransomware,1.0
Forensic analysis identified abuse of sudo privileges through configuration weaknesses indicating sophisticated actors,DLL search order hijacking to execute with elevated privileges,1.0
Security logs showed disk wipe attacks targeting master boot records,Data destruction through secure deletion techniques,1.0
Execution through module load to bypass application controls,Audio capture from compromised meeting room systems,0.0
Evidence suggests account manipulation by adding privileges to compromised accounts during the compromise,Registry run keys modification for automatic execution at startup,1.0
The threat actor engaged in execution via api calls to evade detection mechanisms similar to known APT behaviors,PowerShell scripts executed to run malicious commands,1.0
External remote services exploitation using brute force techniques,Domain fronting through trusted domains to hide traffic,0.0
The malware performs hardware additions like usb devices planted in physical locations,Spear phishing links embedded in tailored emails to specific employees,1.0
Forced authentication through fake SMB servers,Investigation revealed forced authentication through fake smb servers during the compromise,1.0
Automated collection of sensitive documents,Exfiltration over command and control channel to reduce footprint,0.0
The attack involved email collection from mail servers and client applications,Collection of data from removable media when connected,1.0
Data from cloud storage extracted using API access,Abuse of sudo privileges through configuration weaknesses,0.0
Disabling security tools through registry modifications,Scheduled tasks added to maintain access after system reboots,0.0
The attack involved automated collection of sensitive documents bypassing standard security measures,Email collection from mail servers and client applications,1.0
Security logs showed bits jobs created to maintain persistence and evade detection,Scheduled tasks added to maintain access after system reboots,1.0
Exploitation of shared webroot in web servers,Windows Management Instrumentation (WMI) for remote code execution,0.0
Fallback channels when primary communication is disrupted,Investigation revealed fallback channels when primary communication is disrupted during the compromise,1.0
The threat actor engaged in use of alternate data streams to hide data in ntfs file systems,Code signing certificates used to sign malicious executables,1.0
The malware performs browser extensions added to maintain access through web browsers bypassing standard security measures,Registry run keys modification for automatic execution at startup,1.0
Modification of startup folder with malicious executables,Port knocking to hide open command and control channels,0.0
Analysts observed hardware additions like usb devices planted in physical locations indicating sophisticated actors,Exploitation of public-facing applications with known vulnerabilities,1.0
Automated collection of sensitive documents,Bootkit installation to survive operating system reinstallation,0.0
The attack involved port knocking to hide open command and control channels which was previously unreported,Application layer protocol use for command channel,1.0
Domain fronting through trusted domains to hide traffic,Account enumeration to find valid user accounts,0.0
The threat actor engaged in multi-stage channels using different protocols for each stage,Application layer protocol use for command channel,1.0
Investigation revealed dynamic data exchange protocol exploitation in office documents,Execution through module load to bypass application controls,1.0
The threat actor engaged in disabling security tools through registry modifications,Exploitation of rootkits to hide implants and backdoors,1.0
Active scanning of internal networks to map infrastructure,Binary padding to avoid hash-based detection mechanisms,0.0
The malware performs scheduled task manipulation to gain system-level privileges which was previously unreported,DLL search order hijacking to execute with elevated privileges,1.0
The threat actor engaged in data compressed before exfiltration to reduce transfer size during the compromise,Exfiltration over command and control channel to reduce footprint,1.0
Analysts observed unsecured credential storage exploitation in configuration files as part of the attack chain,Kerberoasting to extract service account credentials,1.0
The malware performs process injection to execute code in the context of another process to achieve their objectives,Exploitation of setuid and setgid bits on executable files,1.0
Pass-the-hash attacks using stolen password hashes,Resource hijacking for cryptocurrency mining,0.0
Audio capture from compromised meeting room systems,Spear phishing links embedded in tailored emails to specific employees,0.0
The threat actor engaged in binary padding to avoid hash-based detection mechanisms as part of the attack chain,Code signing certificates used to sign malicious executables,1.0
Forensic analysis identified exploitation of vulnerable kernel drivers for privilege escalation,Exploitation of access token manipulation to elevate privileges,1.0
The malware performs credential dumping from memory using mimikatz-like tools,Password spraying attacks using common passwords,1.0
The threat actor engaged in data transfer through alternative protocols like dns or icmp,Data compressed before exfiltration to reduce transfer size,1.0
Exploitation of setuid and setgid bits on executable files,Bootkit installation to survive operating system reinstallation,0.0
The malware performs exploitation of access token manipulation to elevate privileges,Abuse of sudo privileges through configuration weaknesses,1.0
Code signing certificates used to sign malicious executables,Fallback channels when primary communication is disrupted,0.0
Evidence suggests use of alternate authentication material like ssh keys during the compromise,Use of remote services like RDP for internal network movement,1.0
Exploitation of vulnerable kernel drivers for privilege escalation,The attack involved exploitation of vulnerable kernel drivers for privilege escalation,1.0
System service discovery to identify potential vulnerabilities,Network sniffing to capture credentials transmitted in cleartext,0.0
Manipulation of network traffic to disrupt operations,Dynamic data exchange protocol exploitation in Office documents,0.0
Security logs showed exploitation of vulnerable kernel drivers for privilege escalation bypassing standard security measures,Bypass of user account control through known vulnerabilities,1.0
Browser bookmark discovery to gather intelligence on interests,Exploitation of access token manipulation to elevate privileges,0.0
Use of valid accounts obtained through credential stuffing attacks,Brute force attacks against authentication systems,0.0
Analysts observed spear phishing links embedded in tailored emails to specific employees indicating sophisticated actors,Use of valid accounts obtained through credential stuffing attacks,1.0
The attack involved modification of startup folder with malicious executables bypassing standard security measures,Account manipulation by adding privileges to compromised accounts,1.0
The threat actor engaged in use of remote services like rdp for internal network movement which was previously unreported,Pass-the-hash attacks using stolen password hashes,1.0
Scheduled task creation to maintain persistence,Exfiltration over physical medium like USB devices,0.0
The attack involved supply chain compromise through third-party software providers similar to known APT behaviors,Drive-by compromise through browser vulnerabilities,1.0
Forensic analysis identified command-line interface usage to run unauthorized commands,Execution through module load to bypass application controls,1.0
The malware performs external remote services exploitation using brute force techniques,Exploitation of public-facing applications with known vulnerabilities,1.0
Browser extensions added to maintain access through web browsers,Network sniffing to capture credentials transmitted in cleartext,0.0
Forensic analysis identified disabling security tools through registry modifications,Code signing certificates used to sign malicious executables,1.0
The attack involved external remote services exploitation using brute force techniques,Exploitation of public-facing applications with known vulnerabilities,1.0
Supply chain compromise through third-party software providers,Account manipulation by adding privileges to compromised accounts,0.0
Supply chain compromise through third-party software providers,The attack involved supply chain compromise through third-party software providers similar to known APT behaviors,1.0
Analysts observed data from local systems gathered using scripts,Collection of data from removable media when connected,1.0
Security logs showed unsecured credential storage exploitation in configuration files,Network sniffing to capture credentials transmitted in cleartext,1.0
The attack involved scheduled transfer of data during off-hours to avoid detection,Traffic signaling to start data exfiltration when safe,1.0
Exploitation of rootkits to hide implants and backdoors,Use of remote services like RDP for internal network movement,0.0
Pass-the-hash attacks using stolen password hashes,Credential dumping from memory using Mimikatz-like tools,0.0
Execution via API calls to evade detection mechanisms,Exploitation of access token manipulation to elevate privileges,0.0
Data transfer through alternative protocols like DNS or ICMP,Analysts observed data transfer through alternative protocols like dns or icmp,1.0
Input capture through keylogging software,Exfiltration over physical medium like USB devices,0.0
Application window discovery to identify running applications,Collection of data from removable media when connected,0.0
The attack involved use of alternate authentication material like ssh keys,Taint shared content with malicious payloads,1.0
The threat actor engaged in bootkit installation to survive operating system reinstallation during the compromise,BITS jobs created to maintain persistence and evade detection,1.0
Disabling security tools through registry modifications,Scheduled task creation to maintain persistence,0.0
The malware performs pass-the-hash attacks using stolen password hashes,Use of remote file copy to transfer tools between systems,1.0
Port knocking to hide open command and control channels,Exploitation of setuid and setgid bits on executable files,0.0
Forensic analysis identified account enumeration to find valid user accounts,Browser bookmark discovery to gather intelligence on interests,1.0
Investigation revealed collection of data from removable media when connected bypassing standard security measures,Screen capture to record user activities and sensitive information,1.0
Forensic analysis identified creation of new services configured to execute at system boot similar to known APT behaviors,Bootkit installation to survive operating system reinstallation,1.0
Firmware corruption to render systems inoperable,Hardware additions like USB devices planted in physical locations,0.0
Modification of startup folder with malicious executables,Scheduled task creation to maintain persistence,0.0
The attack involved browser bookmark discovery to gather intelligence on interests,System service discovery to identify potential vulnerabilities,1.0
Evidence suggests use of remote services like rdp for internal network movement according to incident responders,Use of alternate authentication material like SSH keys,1.0
Exploitation of setuid and setgid bits on executable files,Execution through module load to bypass application controls,0.0
The threat actor engaged in automated collection of sensitive documents,Email collection from mail servers and client applications,1.0
Forensic analysis identified disabling security tools through registry modifications bypassing standard security measures,Use of alternate data streams to hide data in NTFS file systems,1.0
Execution through module load to bypass application controls,Use of remote services like RDP for internal network movement,0.0
The malware performs use of remote services like rdp for internal network movement similar to known APT behaviors,Exploitation of shared webroot in web servers,1.0
Forensic analysis identified file and directory discovery to locate sensitive information to achieve their objectives,Account enumeration to find valid user accounts,1.0
Evidence suggests automated collection of sensitive documents which was previously unreported,Data from local systems gathered using scripts,1.0
Forensic analysis identified data destruction through secure deletion techniques bypassing standard security measures,Resource hijacking for cryptocurrency mining,1.0
The attack involved exploitation of shared webroot in web servers,Use of remote file copy to transfer tools between systems,1.0
Data encryption for ransom using sophisticated ransomware,Brute force attacks against authentication systems,0.0
Browser extensions added to maintain access through web browsers,Execution through module load to bypass application controls,0.0
The malware performs firmware corruption to render systems inoperable according to incident responders,Resource hijacking for cryptocurrency mining,1.0
The threat actor engaged in denial of service attacks against critical infrastructure indicating sophisticated actors,Firmware corruption to render systems inoperable,1.0
Multi-stage channels using different protocols for each stage,Code signing certificates used to sign malicious executables,0.0
Security logs showed exfiltration over command and control channel to reduce footprint,Use of steganography to hide data in images or audio files,1.0
Exploitation of setuid and setgid bits on executable files,Spear phishing links embedded in tailored emails to specific employees,0.0
Data destruction through secure deletion techniques,Data from cloud storage extracted using API access,0.0
The malware performs windows management instrumentation (wmi) for remote code execution,Execution via API calls to evade detection mechanisms,1.0
Analysts observed external remote services exploitation using brute force techniques bypassing standard security measures,Drive-by compromise through browser vulnerabilities,1.0
Timestomping of files to hide modification times,Account enumeration to find valid user accounts,0.0
The malware performs windows management instrumentation (wmi) for remote code execution,Execution through module load to bypass application controls,1.0
Analysts observed process injection to execute code in the context of another process,Bypass of user account control through known vulnerabilities,1.0
Security logs showed exfiltration over command and control channel to reduce footprint,Encrypted data exfiltration using custom encryption schemes,1.0
Process injection to execute code in the context of another process,Scheduled task creation to maintain persistence,0.0
Security logs showed command-line interface usage to run unauthorized commands,Windows Management Instrumentation (WMI) for remote code execution,1.0
Forensic analysis identified use of steganography to hide data in images or audio files indicating sophisticated actors,Data transfer through alternative protocols like DNS or ICMP,1.0
Bootkit installation to survive operating system reinstallation,Forensic analysis identified bootkit installation to survive operating system reinstallation,1.0
Dynamic data exchange protocol exploitation in Office documents,Data destruction through secure deletion techniques,0.0
Execution through module load to bypass application controls,Use of steganography to hide data in images or audio files,0.0
Modification of startup folder with malicious executables,PowerShell scripts executed to run malicious commands,0.0
Forensic analysis identified bootkit installation to survive operating system reinstallation,Browser extensions added to maintain access through web browsers,1.0
Encrypted data exfiltration using custom encryption schemes,Evidence suggests encrypted data exfiltration using custom encryption schemes,1.0
The threat actor engaged in disabling security tools through registry modifications,Port knocking techniques to hide open ports from scans,1.0
Security logs showed indicator removal through log clearing and file deletion which was previously unreported,Code signing certificates used to sign malicious executables,1.0
The attack involved use of steganography to hide data in images or audio files,Encrypted data exfiltration using custom encryption schemes,1.0
Taint shared content with malicious payloads,Code signing certificates used to sign malicious executables,0.0
Use of alternate data streams to hide data in NTFS file systems,Input capture through keylogging software,0.0
Execution through module load to bypass application controls,Security logs showed execution through module load to bypass application controls,1.0
Extraction of passwords from browser storage locations,The attack involved extraction of passwords from browser storage locations,1.0
Network share discovery to locate accessible data repositories,External remote services exploitation using brute force techniques,0.0
Evidence suggests application layer protocol use for command channel as part of the attack chain,Domain fronting through trusted domains to hide traffic,1.0
External remote services exploitation using brute force techniques,Use of alternate authentication material like SSH keys,0.0
Scheduled tasks added to maintain access after system reboots,Drive-by compromise through browser vulnerabilities,0.0
The threat actor engaged in brute force attacks against authentication systems,Network sniffing to capture credentials transmitted in cleartext,1.0
Evidence suggests automated collection of sensitive documents which was previously unreported,Screen capture to record user activities and sensitive information,1.0
Audio capture from compromised meeting room systems,Use of steganography to hide data in images or audio files,0.0
Security logs showed dynamic data exchange protocol exploitation in office documents,Use of signed binary proxy execution through legitimate tools,1.0
Evidence suggests account manipulation by adding privileges to compromised accounts during the compromise,BITS jobs created to maintain persistence and evade detection,1.0
The attack involved exploitation of shared webroot in web servers,Use of remote services like RDP for internal network movement,1.0
Evidence suggests command-line interface usage to run unauthorized commands,Windows Management Instrumentation (WMI) for remote code execution,1.0
Data compressed before exfiltration to reduce transfer size,Data destruction through secure deletion techniques,0.0
Disk wipe attacks targeting master boot records,Data compressed before exfiltration to reduce transfer size,0.0
Investigation revealed data destruction through secure deletion techniques,Denial of service attacks against critical infrastructure,1.0
Exfiltration over command and control channel to reduce footprint,Application layer protocol use for command channel,0.0
Analysts observed browser bookmark discovery to gather intelligence on interests which was previously unreported,Active scanning of internal networks to map infrastructure,1.0
Windows Management Instrumentation (WMI) for remote code execution,Manipulation of network traffic to disrupt operations,0.0
Query of registry to identify installed software and configurations,Data encoding using custom algorithms to obfuscate communication,0.0
Exploitation of Windows Admin Shares with valid credentials,Investigation revealed exploitation of windows admin shares with valid credentials,1.0
Indicator removal through log clearing and file deletion,Process injection to execute code in the context of another process,0.0
Evidence suggests scheduled transfer of data during off-hours to avoid detection as part of the attack chain,Exfiltration over command and control channel to reduce footprint,1.0
Exploitation of shared webroot in web servers,Execution through module load to bypass application controls,0.0
Encrypted data exfiltration using custom encryption schemes,Evidence suggests encrypted data exfiltration using custom encryption schemes,1.0
Forensic analysis identified data destruction through secure deletion techniques during the compromise,Disk wipe attacks targeting master boot records,1.0
Investigation revealed extraction of passwords from browser storage locations,Kerberoasting to extract service account credentials,1.0
Traffic signaling to start data exfiltration when safe,Email collection from mail servers and client applications,0.0
The malware performs account manipulation by adding privileges to compromised accounts according to incident responders,Browser extensions added to maintain access through web browsers,1.0
The malware performs windows management instrumentation (wmi) for remote code execution,Scheduled task creation to maintain persistence,1.0
Port knocking to hide open command and control channels,Analysts observed port knocking to hide open command and control channels,1.0
The attack involved port knocking to hide open command and control channels which was previously unreported,Fallback channels when primary communication is disrupted,1.0
Use of web service APIs for command and control,The attack involved use of web service apis for command and control to achieve their objectives,1.0
Security logs showed bypass of user account control through known vulnerabilities,Exploitation of setuid and setgid bits on executable files,1.0
Firmware corruption to render systems inoperable,Data encoding using custom algorithms to obfuscate communication,0.0
The malware performs windows management instrumentation (wmi) for remote code execution during the compromise,PowerShell scripts executed to run malicious commands,1.0
The threat actor engaged in use of alternate data streams to hide data in ntfs file systems,Port knocking techniques to hide open ports from scans,1.0
Email collection from mail servers and client applications,Defacement of websites to demonstrate compromise,0.0
Account manipulation by adding privileges to compromised accounts,Kerberoasting to extract service account credentials,0.0
Forensic analysis identified exploitation of public-facing applications with known vulnerabilities,Drive-by compromise through browser vulnerabilities,1.0
Forensic analysis identified drive-by compromise through browser vulnerabilities as part of the attack chain,Supply chain compromise through third-party software providers,1.0
Scheduled task manipulation to gain system-level privileges,Windows Management Instrumentation (WMI) for remote code execution,0.0
The attack involved execution through module load to bypass application controls,Windows Management Instrumentation (WMI) for remote code execution,1.0
The attack involved code signing certificates used to sign malicious executables as part of the attack chain,Timestomping of files to hide modification times,1.0
Query of registry to identify installed software and configurations,Data compressed before exfiltration to reduce transfer size,0.0
Extraction of passwords from browser storage locations,Scheduled task creation to maintain persistence,0.0
Indicator removal through log clearing and file deletion,Security logs showed indicator removal through log clearing and file deletion to achieve their objectives,1.0
Investigation revealed file and directory discovery to locate sensitive information during the compromise,Network share discovery to locate accessible data repositories,1.0
Modification of startup folder with malicious executables,DLL search order hijacking to execute with elevated privileges,0.0
Evidence suggests timestomping of files to hide modification times during the compromise,Indicator removal through log clearing and file deletion,1.0
Investigation revealed network sniffing to capture credentials transmitted in cleartext,Brute force attacks against authentication systems,1.0
Evidence suggests use of alternate authentication material like ssh keys during the compromise,Exploitation of Windows Admin Shares with valid credentials,1.0
Spear phishing links embedded in tailored emails to specific employees,Use of remote services like RDP for internal network movement,0.0
Taint shared content with malicious payloads,Use of steganography to hide data in images or audio files,0.0
The malware performs browser bookmark discovery to gather intelligence on interests,Application window discovery to identify running applications,1.0
Investigation revealed phishing emails with malicious attachments targeting organization employees,Hardware additions like USB devices planted in physical locations,1.0
The malware performs use of remote file copy to transfer tools between systems,Use of remote services like RDP for internal network movement,1.0
Exfiltration over command and control channel to reduce footprint,Security logs showed exfiltration over command and control channel to reduce footprint,1.0
BITS jobs created to maintain persistence and evade detection,Brute force attacks against authentication systems,0.0
The malware performs data compressed before exfiltration to reduce transfer size,Data transfer through alternative protocols like DNS or ICMP,1.0
Evidence suggests system service discovery to identify potential vulnerabilities as part of the attack chain,Active scanning of internal networks to map infrastructure,1.0
Forensic analysis identified exploitation of public-facing applications with known vulnerabilities,Supply chain compromise through third-party software providers,1.0
The threat actor engaged in exploitation of public-facing applications with known vulnerabilities,Use of valid accounts obtained through credential stuffing attacks,1.0
Security logs showed exfiltration over command and control channel to reduce footprint,Data compressed before exfiltration to reduce transfer size,1.0
Security logs showed execution through module load to bypass application controls,Scheduled task creation to maintain persistence,1.0
Data transfer through alternative protocols like DNS or ICMP,Exploitation of vulnerable kernel drivers for privilege escalation,0.0
Investigation revealed data encryption for ransom using sophisticated ransomware,Disk wipe attacks targeting master boot records,1.0
Account manipulation by adding privileges to compromised accounts,Collection of data from removable media when connected,0.0
Evidence suggests data encoding using custom algorithms to obfuscate communication,Traffic signaling to activate dormant implants,1.0
Port knocking to hide open command and control channels,Use of remote services like RDP for internal network movement,0.0
Kerberoasting to extract service account credentials,Bootkit installation to survive operating system reinstallation,0.0
Use of alternate authentication material like SSH keys,Manipulation of network traffic to disrupt operations,0.0
Timestomping of files to hide modification times,Password spraying attacks using common passwords,0.0
Exfiltration over physical medium like USB devices,Command-line interface usage to run unauthorized commands,0.0
Forensic analysis identified account enumeration to find valid user accounts,Active scanning of internal networks to map infrastructure,1.0
Evidence suggests taint shared content with malicious payloads,Exploitation of Windows Admin Shares with valid credentials,1.0
The attack involved registry run keys modification for automatic execution at startup,Browser extensions added to maintain access through web browsers,1.0
Forensic analysis identified exploitation of setuid and setgid bits on executable files,Bypass of user account control through known vulnerabilities,1.0
Analysts observed bypass of user account control through known vulnerabilities,Exploitation of setuid and setgid bits on executable files,1.0
Fallback channels when primary communication is disrupted,Browser bookmark discovery to gather intelligence on interests,0.0
Automated collection of sensitive documents,Firmware corruption to render systems inoperable,0.0
Port knocking techniques to hide open ports from scans,Password spraying attacks using common passwords,0.0
The threat actor engaged in binary padding to avoid hash-based detection mechanisms as part of the attack chain,Exploitation of rootkits to hide implants and backdoors,1.0
The malware performs traffic signaling to activate dormant implants during the compromise,Fallback channels when primary communication is disrupted,1.0
Exploitation of internal spearphishing with malicious links,Domain fronting through trusted domains to hide traffic,0.0
Investigation revealed brute force attacks against authentication systems indicating sophisticated actors,Credential dumping from memory using Mimikatz-like tools,1.0
Security logs showed supply chain compromise through third-party software providers during the compromise,Use of valid accounts obtained through credential stuffing attacks,1.0
Phishing emails with malicious attachments targeting organization employees,Credential dumping from memory using Mimikatz-like tools,0.0
Manipulation of network traffic to disrupt operations,Traffic signaling to start data exfiltration when safe,0.0
Bypass of user account control through known vulnerabilities,Active scanning of internal networks to map infrastructure,0.0
The threat actor engaged in abuse of sudo privileges through configuration weaknesses which was previously unreported,Exploitation of setuid and setgid bits on executable files,1.0
Account enumeration to find valid user accounts,Email collection from mail servers and client applications,0.0
Browser bookmark discovery to gather intelligence on interests,Creation of new services configured to execute at system boot,0.0
Analysts observed use of valid accounts obtained through credential stuffing attacks as part of the attack chain,Hardware additions like USB devices planted in physical locations,1.0
Account enumeration to find valid user accounts,Investigation revealed account enumeration to find valid user accounts,1.0
Evidence suggests bootkit installation to survive operating system reinstallation according to incident responders,Modification of startup folder with malicious executables,1.0
Account manipulation by adding privileges to compromised accounts,The malware performs account manipulation by adding privileges to compromised accounts according to incident responders,1.0
Exfiltration over physical medium like USB devices,Use of signed binary proxy execution through legitimate tools,0.0
Data from local systems gathered using scripts,Scheduled task manipulation to gain system-level privileges,0.0
The attack involved timestomping of files to hide modification times,Binary padding to avoid hash-based detection mechanisms,1.0
Encrypted data exfiltration using custom encryption schemes,Code signing certificates used to sign malicious executables,0.0
Disabling security tools through registry modifications,Use of steganography to hide data in images or audio files,0.0
Forensic analysis identified password spraying attacks using common passwords,Kerberoasting to extract service account credentials,1.0
Forensic analysis identified password spraying attacks using common passwords,Forced authentication through fake SMB servers,1.0
The threat actor engaged in traffic signaling to activate dormant implants which was previously unreported,Fallback channels when primary communication is disrupted,1.0
Scheduled task manipulation to gain system-level privileges,Use of alternate authentication material like SSH keys,0.0
Evidence suggests data encryption for ransom using sophisticated ransomware,Resource hijacking for cryptocurrency mining,1.0
Forensic analysis identified command-line interface usage to run unauthorized commands,PowerShell scripts executed to run malicious commands,1.0
Security logs showed extraction of passwords from browser storage locations indicating sophisticated actors,Kerberoasting to extract service account credentials,1.0
The threat actor engaged in defacement of websites to demonstrate compromise similar to known APT behaviors,Firmware corruption to render systems inoperable,1.0
Application layer protocol use for command channel,Active scanning of internal networks to map infrastructure,0.0
Execution through module load to bypass application controls,Credential dumping from memory using Mimikatz-like tools,0.0
Dynamic data exchange protocol exploitation in Office documents,Investigation revealed dynamic data exchange protocol exploitation in office documents,1.0
The threat actor engaged in multi-stage channels using different protocols for each stage,Port knocking to hide open command and control channels,1.0
Registry run keys modification for automatic execution at startup,System service discovery to identify potential vulnerabilities,0.0
The threat actor engaged in execution via api calls to evade detection mechanisms similar to known APT behaviors,Dynamic data exchange protocol exploitation in Office documents,1.0
Forensic analysis identified use of remote file copy to transfer tools between systems bypassing standard security measures,Exploitation of internal spearphishing with malicious links,1.0
Security logs showed credential dumping from memory using mimikatz-like tools indicating sophisticated actors,Brute force attacks against authentication systems,1.0
The threat actor engaged in data encoding using custom algorithms to obfuscate communication,Port knocking to hide open command and control channels,1.0
Use of remote file copy to transfer tools between systems,Data destruction through secure deletion techniques,0.0
Use of signed binary proxy execution through legitimate tools,Forced authentication through fake SMB servers,0.0
The threat actor engaged in registry run keys modification for automatic execution at startup during the compromise,Modification of startup folder with malicious executables,1.0
The attack involved exploitation of windows admin shares with valid credentials,Use of remote file copy to transfer tools between systems,1.0
Resource hijacking for cryptocurrency mining,The attack involved resource hijacking for cryptocurrency mining to achieve their objectives,1.0
Forensic analysis identified exploitation of public-facing applications with known vulnerabilities,Use of valid accounts obtained through credential stuffing attacks,1.0
Security logs showed manipulation of network traffic to disrupt operations,Data encryption for ransom using sophisticated ransomware,1.0
The attack involved extraction of passwords from browser storage locations,Brute force attacks against authentication systems,1.0
Security logs showed command-line interface usage to run unauthorized commands,Execution through module load to bypass application controls,1.0
Investigation revealed scheduled task manipulation to gain system-level privileges,Bypass of user account control through known vulnerabilities,1.0
Credential dumping from memory using Mimikatz-like tools,Execution via API calls to evade detection mechanisms,0.0
Port knocking to hide open command and control channels,Forensic analysis identified port knocking to hide open command and control channels,1.0
The malware performs browser bookmark discovery to gather intelligence on interests,Query of registry to identify installed software and configurations,1.0
The threat actor engaged in phishing emails with malicious attachments targeting organization employees which was previously unreported,Use of valid accounts obtained through credential stuffing attacks,1.0
Automated collection of sensitive documents,PowerShell scripts executed to run malicious commands,0.0
